Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Are you eighteen years of age or older?,,What is the state in which you live?,What is the city  in which you live?,What is your gender?,What is your age?  ,Do you feel tired or energized after being with people?,Do you prefer many relationships or a few close friends?,When you are alone does that drain you or energize you?,Do you prefer to work alone with few interruptions or on a team?,Do you prefer large group activities or small social events?,"On a scale of 1 to 5, 1 being not at all and 5 being an expert, how well do you think you can research topics on the internet?","Please rate on a scale of 1 to 5, 1 being not at all important and 5 being very important, how you important are the following to your learning?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Do you believe critical thinking can be taught?,"When visiting the doctor for a medical issue, what helps you understand your condition the very best?:",When putting together a piece of furniture what do you do first:,"When needing to remember particular points in a discussion, what helps you remember the best? ","If you were going to change the oil in your car and you had no prior knowledge of how to do it, would you:","When relaxing, would you be most likely to:","If you were going to buy a book for an 8-year-old child, would you buy:","You need to learn a new program for editing pictures, so you:","If you are going to the museum, would you be most likely to: ","You are going to an escape room, a scenario in which you use clues to get you out of a room in a certain amount of time. When the time starts, would you be most likely to:","At work there is a meeting that is about the past year’s performance. In leading the meeting, you:	","When it comes to planning for a vacation, you prefer to talk to someone who has:",When you are confused about what to do you:,You want to know how to spell the word conscience. Would you be most likely to?:,"At a restaurant, when ordering do you:","When learning from a text book, do you","When learning about history, which did you like best? "
10729711519,233154035,5/14/2019 10:11,5/14/2019 10:12,73.48.215.149,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10729708989,233154035,5/14/2019 10:09,5/14/2019 10:26,174.124.136.210,,,,,Yes,,Wisconsin,Cashton,Female,27,Tired,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,View on a human body model,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,A picture book,Listen to a video on line,Read information before you get there so you know exactly what you want to see,"Flip knobs, push buttons and flip over everything that is not nailed down",Make a charts and graphs,Visual aids,Use a pros and cons list,Look it up in the dictionary,Choose something you have had before,Draw from previously -learned material,Detailed stories
10729708955,233154035,5/14/2019 10:10,5/14/2019 10:17,184.15.127.111,,,,,Yes,,Wisconsin,New Glarus,Female,51,Tired,Few,It energizes me,Alone,Small social events,4,,,,4,,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,,5 Very important,,,,,5 Very important,Yes,View a diagram,Look at the diagrams,Talk with others who were in the discussion,Look at a diagram of the process,Listen to music,An adventure book with few images,Just start using the program,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Recall past experiences and things that happen,Experience,Discuss the situations with friends,Write it out,Read the descriptions,Highlight the words,Detailed stories
10729705564,233154035,5/14/2019 10:09,5/14/2019 10:16,65.203.93.93,,,,,Yes,,Michigan,Detroit,Female,23,Tired,Few,It energizes me,Alone,Small social events,4,,,,4,,,,,4,,,,,4,,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A picture book,Look at diagrams on the internet,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures",Make a charts and graphs,Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Highlight the words,Detailed stories
10729704447,233154035,5/14/2019 10:09,5/14/2019 10:16,70.251.208.233,,,,,Yes,,Georgia,Atlanta ,Female,29,Tired,Few,It energizes me,On a team,Small social events,4,,,,,5 Very important,,,3,,,,,,,5 Very important,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,View on a human body model,Read the instructions,Real life examples,Watch a video on the internet as you do it,Read a book,A science book with things to do,Listen to a video on line,Just walk and enjoy whatever path you take,"Look in books, signs and letter for clues",Recall past experiences and things that happen,Experience,Use a pros and cons list,Look it up in the dictionary,Read the descriptions,Take notes,Detailed stories
10729470004,233154035,5/14/2019 8:48,5/14/2019 8:56,107.77.205.161,,,,,Yes,,Alaska,Anchorage,Male,49,Tired,Many,It energizes me,Alone,Small social events,5 - Expert,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,1 - Not important,,,,,,,,,5 Very important,No,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Go to an art museum,A picture book,Look at diagrams on the internet,Get an audio device that tells you about each exhibit as you walk through,"Find charts, puzzle pieces, look at pictures",Listen and discuss,Experience,Use a pros and cons list,Look it up in the dictionary,Read the descriptions,Take notes,Detailed stories
10729295955,233154035,5/14/2019 7:51,5/14/2019 8:03,69.5.102.18,,,,,Yes,,Oregon,Molalla,Female,70,Tired,Few,It energizes me,Alone,Small social events,3,,,,,5 Very important,,,,4,,,,3,,,,2,,,,,,3,,,,,,4,,,,3,,,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Read an instruction manual,Read a book,A science book with things to do,Read the help topics in the program,Get an audio device that tells you about each exhibit as you walk through,"Flip knobs, push buttons and flip over everything that is not nailed down","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Write it out,Read the descriptions,Highlight the words,Written Facts
10729294541,233154035,5/14/2019 7:51,5/14/2019 7:59,107.77.205.38,,,,,Yes,,Alaska,Anchorage,Female,62,Energized,Few,It energizes me,On a team,Large group activities,3,,,3,,,,,3,,,,,3,,,,,3,,,,,3,,,,,3,,,,,3,,,,,3,,,Yes,Have the doctor describe what is wrong,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Read the help topics in the program,Just walk and enjoy whatever path you take,Listen to the sounds and what people are saying,Listen and discuss,Experience,Give attention to how the situation is affecting everyday life,Look it up in the dictionary,Choose something you have had before,Highlight the words,Discussing the subject with others
10728916479,233154035,5/14/2019 5:53,5/14/2019 5:58,174.216.38.148,,,,,Yes,,Alaska ,Anchorage ,Female,27,Tired,Few,It energizes me,On a team,Small social events,5 - Expert,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Look at the diagrams,Real life examples,Watch a video on the internet as you do it,Read a book,An adventure book with few images,Just start using the program,Just walk and enjoy whatever path you take,"Look in books, signs and letter for clues",Make a charts and graphs,Experience,Discuss the situations with friends,See the word in your mind,Choose something you have had before,Draw from previously -learned material,Detailed stories
10728889458,233154035,5/14/2019 5:43,5/14/2019 5:51,98.237.163.127,,,,,Yes,,Washington,Tacoma,Female,58,Energized,Many,It energizes me,On a team,Small social events,4,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,,5 Very important,,,,4,,,,,4,,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Get someone who can help you,Writing down the key points,Call a friend who has changed oil before,Read a book,A book that ask questions,Just start using the program,Just walk and enjoy whatever path you take,Listen to the sounds and what people are saying,Recall past experiences and things that happen,Experience,Discuss the situations with friends,Write it out,Read the descriptions,Take notes,Discussing the subject with others
10728779099,233154035,5/14/2019 5:04,5/14/2019 5:18,71.83.241.132,,,,,Yes,,Washington ,Yakima,Female,55,Tired,Few,It energizes me,Alone,Small social events,3,,,,,5 Very important,,2,,,,,,3,,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,View a diagram,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,A science book with things to do,Read the help topics in the program,Read information before you get there so you know exactly what you want to see,"Look in books, signs and letter for clues",Make a charts and graphs,Experience,Give attention to how the situation is affecting everyday life,Write it out,Read the descriptions,Take notes,Detailed stories
10728746913,233154035,5/14/2019 4:52,5/14/2019 5:06,69.5.101.177,,,,,Yes,,OR,Molalla,Female,67,Energized,Few,It energizes me,On a team,Small social events,4,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,View on a human body model,Look at the diagrams,Real life examples,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Listen to a video on line,Get a map,"Look in books, signs and letter for clues","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Use a pros and cons list,Write it out,Ask a friend or waiter what is best,Highlight the words,Detailed stories
10728658271,233154035,5/14/2019 4:18,5/14/2019 4:23,107.77.205.203,,,,,Yes,,Alaska,Anchorage,Male,34,Tired,Many,It energizes me,Alone,Small social events,5 - Expert,,,,4,,,,,4,,,,,4,,,,3,,,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,,5 Very important,Yes,Read an information pack,Just start putting it together,Real life examples,Watch a video on the internet as you do it,Listen to music,A book that ask questions,Listen to a video on line,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Listen and discuss,Experience,Use a pros and cons list,Write it out,Read the descriptions,Draw from previously -learned material,Detailed stories
10728511503,233154035,5/14/2019 3:08,5/14/2019 3:13,73.203.134.185,,,,,Yes,,Mississippi ,Olive Branch ,Male,60,Energized,Few,It energizes me,Alone,Small social events,5 - Expert,,,,,5 Very important,,2,,,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,Read an information pack,Just start putting it together,Real life examples,Watch a video on the internet as you do it,Read a book,A book that ask questions,Just start using the program,Read information before you get there so you know exactly what you want to see,"Look in books, signs and letter for clues",Make a charts and graphs,Experience,Use a pros and cons list,Write it out,Read the descriptions,Highlight the words,Written Facts
10728488050,233154035,5/14/2019 2:55,5/14/2019 3:03,167.160.123.132,,,,,Yes,,Tennessee ,Cordova ,Male,50,Energized,Few,It energizes me,On a team,Small social events,4,,,,4,,,,3,,,,,3,,,,2,,,,,,3,,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Look at the diagrams,Writing down the key points,Look at a diagram of the process,Listen to music,A science book with things to do,Just start using the program,Get a map,"Look in books, signs and letter for clues","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Take notes,Written Facts
10728004987,233154035,5/13/2019 21:28,5/13/2019 21:29,66.223.223.169,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10727984659,233154035,5/13/2019 21:09,5/13/2019 21:15,66.58.156.48,,,,,Yes,,Alaska,Anchorage,Female,39,Tired,Few,It energizes me,On a team,Small social events,4,,,,,5 Very important,,,,4,,,,3,,,,2,,,,,,3,,,,,,,5 Very important,,,,,5 Very important,,,,4,,Yes,View a diagram,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,A science book with things to do,Just start using the program,Get a map,"Flip knobs, push buttons and flip over everything that is not nailed down","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Take notes,Detailed stories
10727906977,233154035,5/13/2019 19:56,5/13/2019 20:01,216.137.227.200,,,,,Yes,,Alaska ,Anchorage ,Female,49,Tired,Few,It energizes me,Alone,Small social events,5 - Expert,,,,4,,,,,4,,,,,4,,,,,4,,,,,4,,,,,4,,,,,4,,,,,4,,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,An adventure book with few images,Listen to a video on line,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Listen and discuss,Experience,Use a pros and cons list,Sound it out,Ask a friend or waiter what is best,Highlight the words,Discussing the subject with others
10727885762,233154035,5/13/2019 19:38,5/13/2019 19:49,69.178.51.237,,,,,Yes,,Alasky,Anchorage ,Female,70,Energized,Few,It energizes me,Alone,Large group activities,1 - Not at all,,,,4,,,,,4,,,,,,5 Very important,,,3,,,,,,4,5 Very important,,,,4,,,,,4,,,,,,5 Very important,No,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Call a friend who has changed oil before,Listen to music,A science book with things to do,Read the help topics in the program,Get an audio device that tells you about each exhibit as you walk through,"Look in books, signs and letter for clues",Recall past experiences and things that happen,Visual aids,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Take notes,Detailed stories
10727875126,233154035,5/13/2019 19:29,5/13/2019 19:37,107.77.205.113,,,,,Yes,,OR,Sandy,Male,61,Tired,Many,It drains me,On a team,Small social events,2,,2,,,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,4,,,,3,,,Yes,View on a human body model,Get someone who can help you,Real life examples,Call a friend who has changed oil before,Go on a hike,A science book with things to do,Just start using the program,Get an audio device that tells you about each exhibit as you walk through,"Flip knobs, push buttons and flip over everything that is not nailed down",Listen and discuss,Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Highlight the words,"Maps, diagrams and charts"
10727859553,233154035,5/13/2019 19:16,5/13/2019 19:20,65.74.124.147,,,,,Yes,,Alaska,Anchorage ,Female,52,Tired,Few,It energizes me,On a team,Small social events,3,,,3,,,,,,4,,,,,4,,,2,,,,,,,4,,,,,,5 Very important,,,,4,,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Listen to music,An adventure book with few images,Listen to a video on line,Just walk and enjoy whatever path you take,Listen to the sounds and what people are saying,"Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Look it up in the dictionary,Choose something you have had before,Highlight the words,Detailed stories
10727838081,233154035,5/13/2019 18:59,5/13/2019 19:00,72.42.165.238,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10727825983,233154035,5/13/2019 18:47,5/13/2019 18:56,73.11.42.134,,,,,Yes,,Wa,Ridgey,Female,58,Tired,Few,It energizes me,Alone,Small social events,4,,,3,,,,,,4,,,,,,5 Very important,,,3,,,,,,4,,,,3,,,,,,4,,,,3,,,Yes,View a diagram,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,An adventure book with few images,Listen to a video on line,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures",Make a charts and graphs,Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Take notes,Written Facts
10727811511,233154035,5/13/2019 18:39,5/13/2019 18:43,107.77.205.137,,,,,Yes,,Alaska ,Anchorage ,Female,45,Tired,Few,It energizes me,On a team,Small social events,4,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,View a diagram,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A book that ask questions,Listen to a video on line,Just walk and enjoy whatever path you take,"Look in books, signs and letter for clues",Listen and discuss,Experience,Use a pros and cons list,Look it up in the dictionary,Read the descriptions,Highlight the words,Detailed stories
10727807962,233154035,5/13/2019 18:36,5/13/2019 18:36,67.160.223.105,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10727805822,233154035,5/13/2019 18:34,5/13/2019 18:40,76.14.218.92,,,,,Yes,,Oregon ,Canby,Female,63,Energized,Few,It drains me,On a team,Small social events,3,,,,,5 Very important,,,3,,,,,,4,,,2,,,,,,,4,,,,,4,,,,,4,,,,,4,,Yes,Read an information pack,Look at the diagrams,Writing down the key points,Call a friend who has changed oil before,Read a book,An adventure book with few images,Read the help topics in the program,Get an audio device that tells you about each exhibit as you walk through,"Flip knobs, push buttons and flip over everything that is not nailed down",Recall past experiences and things that happen,Facts,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Highlight the words,Written Facts
10727805816,233154035,5/13/2019 18:34,5/13/2019 18:40,107.77.205.220,,,,,Yes,,Alaska ,Anchorage ,Female,60,Tired,Few,It energizes me,Alone,Small social events,3,,,,4,,,2,,,,,,3,,,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,Read an information pack,Look at the diagrams,Writing down the key points,Call a friend who has changed oil before,Listen to music,An adventure book with few images,Just start using the program,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures",Recall past experiences and things that happen,Experience,Discuss the situations with friends,Sound it out,Read the descriptions,Highlight the words,Discussing the subject with others
10727768950,233154035,5/13/2019 18:07,5/13/2019 18:15,24.237.198.191,,,,,Yes,,Alaska ,Anchorage ,Female,48,Tired,Few,It energizes me,Alone,Small social events,3,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,View a diagram,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,An adventure book with few images,Listen to a video on line,Read information before you get there so you know exactly what you want to see,"Find charts, puzzle pieces, look at pictures","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Look it up in the dictionary,Choose something you have had before,Take notes,Detailed stories
10727441134,233154035,5/13/2019 14:40,5/13/2019 14:50,206.174.36.128,,,,,Yes,,Alaska,Anchorage,Female,37,Energized,Few,It energizes me,On a team,Small social events,4,,,,4,,,,,,5 Very important,,,,4,,,,,4,,,,,,5 Very important,,,3,,,,,,,5 Very important,,,,,5 Very important,Yes,View on a human body model,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Look at diagrams on the internet,Get a map,"Look in books, signs and letter for clues","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Sound it out,Read the descriptions,Highlight the words,Detailed stories
10727301522,233154035,5/13/2019 11:30,5/13/2019 14:00,24.237.43.253,,,,,Yes,,Alaska,Anchorage ,Male,67,Tired,Few,It energizes me,Alone,Small social events,5 - Expert,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,Read an information pack,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Just start using the program,Get an audio device that tells you about each exhibit as you walk through,"Flip knobs, push buttons and flip over everything that is not nailed down","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Make a visual of what is going on and find patterns,Look it up in the dictionary,Read the descriptions,Highlight the words,Detailed stories
10727129136,233154035,5/13/2019 12:17,5/13/2019 12:23,47.33.59.210,,,,,Yes,,Nevada,Reno,Female,37,Tired,Few,It energizes me,On a team,Small social events,3,,,3,,,,,,4,,,,,4,,,,,,5 Very important,,,,4,,,,,,5 Very important,,,,,5 Very important,,,,4,,No,Have the doctor describe what is wrong,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Just start using the program,Get an audio device that tells you about each exhibit as you walk through,"Flip knobs, push buttons and flip over everything that is not nailed down","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Give attention to how the situation is affecting everyday life,Sound it out,Read the descriptions,Highlight the words,Detailed stories
10727025251,233154035,5/13/2019 11:38,5/13/2019 15:18,172.58.139.205,,,,,Yes,,Colorado,Peyton,Female,18,Tired,Few,It energizes me,Alone,Small social events,3,,,,,5 Very important,,,3,,,,,,,5 Very important,,,,4,,,,,,5 Very important,,,3,,,,,,4,,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Read a book,A science book with things to do,Listen to a video on line,Get a map,"Flip knobs, push buttons and flip over everything that is not nailed down","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Sound it out,Read the descriptions,Take notes,Detailed stories
10726813727,233154035,5/13/2019 10:15,5/13/2019 10:33,107.77.205.57,,,,,Yes,,Alaska,Anchorage ,Female,67,Energized,Many,It drains me,On a team,Large group activities,4,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,3,,,,,3,,,Yes,View on a human body model,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Listen to a video on line,Get an audio device that tells you about each exhibit as you walk through,Listen to the sounds and what people are saying,"Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Give attention to how the situation is affecting everyday life,Look it up in the dictionary,Look at the pictures,Highlight the words,Detailed stories
10726785877,233154035,5/13/2019 10:12,5/13/2019 10:22,206.174.43.52,,,,,Yes,,Alaska,Anchorage ,Male,55,Energized,Many,It energizes me,On a team,Small social events,3,,,,4,,,2,,,,,,3,,,,2,,,,,,3,,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Go on a hike,A book that ask questions,Listen to a video on line,Get an audio device that tells you about each exhibit as you walk through,Listen to the sounds and what people are saying,"Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Facts,Use a pros and cons list,Look it up in the dictionary,Read the descriptions,Highlight the words,Detailed stories
10726773983,233154035,5/13/2019 10:07,5/13/2019 10:17,50.39.74.193,,,,,Yes,,Oregon,Sandy,Female,57,Tired,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,,4,,,,,4,,,,,4,,,,3,,,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,View on a human body model,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Listen to music,A science book with things to do,Read the help topics in the program,Get an audio device that tells you about each exhibit as you walk through,"Look in books, signs and letter for clues",Recall past experiences and things that happen,Experience,Discuss the situations with friends,Sound it out,Read the descriptions,Highlight the words,Detailed stories
10723745221,233154035,5/11/2019 17:48,5/11/2019 17:57,66.58.222.30,,,,,Yes,,Alaska,Anchorage ,Female,40,Energized,Few,It energizes me,On a team,Small social events,3,,,,,5 Very important,,2,,,,,,,,5 Very important,,,,4,,,,,4,,,,,4,,,,3,,,,,3,,,Yes,View a diagram,Look at the diagrams,Writing down the key points,Watch a video on the internet as you do it,Read a book,An adventure book with few images,Read the help topics in the program,Get a map,"Find charts, puzzle pieces, look at pictures",Listen and discuss,Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Take notes,"Maps, diagrams and charts"
10723637726,233154035,5/11/2019 14:49,5/11/2019 14:57,174.24.3.246,,,,,Yes,,Colorado ,Colorado Springs ,Female,54,Energized,Few,It drains me,On a team,Small social events,3,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,,5 Very important,,,,4,,,,,4,,,,,,5 Very important,Yes,Read an information pack,Read the instructions,Writing down the key points,Read an instruction manual,Go on a hike,A book that ask questions,Read the help topics in the program,Read information before you get there so you know exactly what you want to see,"Look in books, signs and letter for clues","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Highlight the words,Detailed stories
10722701546,233154035,5/10/2019 19:03,5/10/2019 19:09,97.91.193.110,,,,,Yes,,Missouri,St. Peters,Female,51,Tired,Few,It energizes me,Alone,Small social events,3,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,4,,Yes,Have the doctor describe what is wrong,Read the instructions,Real life examples,Call a friend who has changed oil before,Read a book,A picture book,Just start using the program,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Recall past experiences and things that happen,Experience,Discuss the situations with friends,Sound it out,Look at the pictures,Highlight the words,Detailed stories
10722580009,233154035,5/10/2019 16:49,5/10/2019 16:57,216.137.198.58,,,,,Yes,,AK,Wasilla,Female,62,Tired,Few,It energizes me,Alone,Small social events,2,,,,4,,,,3,,,,,,,5 Very important,,,,4,,,,,4,,,,,4,,,,,4,,,,,4,,Yes,View a diagram,Read the instructions,Real life examples,Read an instruction manual,Read a book,A book that ask questions,Just start using the program,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures",Recall past experiences and things that happen,Experience,Discuss the situations with friends,Write it out,Read the descriptions,Highlight the words,Discussing the subject with others
10722311842,233154035,5/10/2019 13:16,5/10/2019 13:28,72.42.172.103,,,,,Yes,,Alaska,Anchorage,Male,55,Tired,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,4,,,,,,5 Very important,,,,4,,,,,,5 Very important,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Read an instruction manual,Read a book,An adventure book with few images,Read the help topics in the program,Just walk and enjoy whatever path you take,"Look in books, signs and letter for clues","Use a strategy tool like SWOT that identifies though discussion the Strengths, Weaknesses, Opportunities and Threats for the next year’s performance",Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Highlight the words,Detailed stories
10721256024,233154035,5/10/2019 6:07,5/10/2019 6:15,209.112.186.61,,,,,Yes,,Alaska,Eagle River,Female,61,Energized,Many,It drains me,On a team,Small social events,3,,,3,,,,,,,5 Very important,,,,,5 Very important,,,3,,,,,,4,,,,3,,,,,,4,,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Listen to music,An adventure book with few images,Listen to a video on line,Just walk and enjoy whatever path you take,"Find charts, puzzle pieces, look at pictures",Recall past experiences and things that happen,Experience,Discuss the situations with friends,Look it up in the dictionary,Read the descriptions,Take notes,Detailed stories
10720172812,233154035,5/9/2019 18:20,5/9/2019 18:24,107.77.192.219,,,,,Yes,,Ak,Anchorage,Female,55+,Tired,Few,It energizes me,On a team,Small social events,5 - Expert,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,,,,,5 Very important,Yes,Have the doctor describe what is wrong,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,A science book with things to do,Just start using the program,Just walk and enjoy whatever path you take,"Flip knobs, push buttons and flip over everything that is not nailed down",Make a charts and graphs,Experience,Discuss the situations with friends,Sound it out,Read the descriptions,Highlight the words,Discussing the subject with others
10720121743,233154035,5/9/2019 17:41,5/9/2019 17:45,216.228.48.140,,,,,Yes,,Montana ,Glendive ,Female,37,Tired,Few,It energizes me,Alone,Small social events,4,,,,,5 Very important,,,,4,,,,3,,,,2,,,,,,,4,,,,,,5 Very important,,,3,,,,,3,,,Yes,Read an information pack,Read the instructions,Writing down the key points,Watch a video on the internet as you do it,Read a book,A science book with things to do,Listen to a video on line,Just walk and enjoy whatever path you take,Listen to the sounds and what people are saying,Recall past experiences and things that happen,Experience,Use a pros and cons list,Write it out,Read the descriptions,Highlight the words,Detailed stories
